DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
556	cefprozil	Bronchitis	C0006277	32398004	DOID:6132
559	ceftazidime	Streptococcal septicemia	C0152964	29577008	
1046	ertapenem	Postpartum Endomyometritis due to Streptococcus			
1129	famotidine	Gastroesophageal reflux disease	C0017168	235595009	DOID:8534
1153	fenoldopam	Malignant essential hypertension	C0024588	78975002	DOID:10823
4476	ammonium lactate	Granuloma annulare	C0085074	65508009	DOID:3777
4452	clobetasol propionate	Atopic dermatitis	C0011615	24079001	DOID:3310
4491	ferrous gluconate	Anemia of prematurity	C0158996	47100003	DOID:11243
4501	armodafinil	Sleepiness Due To Shift Work Sleep Disorder			
1845	morphine	Severe pain	C0278140	76948002	
1790	metronidazole	Endometritis	C0014179	78623009	DOID:1002
1790	metronidazole	Duodenal Ulcer due to H. Pylori			
1817	misoprostol	Prevention of CMV Disease After Organ Transplant			
1790	metronidazole	Colorectal Perioperative Infection			
1800	miconazole	Oropharyngeal Candidiasis			
1797	mibefradil	Angina pectoris	C0002962	194828000	
563	ceftizoxime	Septicemia due to Escherichia coli	C0276088	9323009	
564	ceftriaxone	H. Influenzae Meningitis			
564	ceftriaxone	Infective otitis media	C0729586	312218008	
564	ceftriaxone	Klebsiella Pneumoniae Osteomyelitis			
563	ceftizoxime	Serratia Urinary Tract Infection			
575	cefapirin	Escherichia coli urinary tract infection	C0577708	301011002	
565	cefuroxime	Acute exacerbation of chronic bronchitis	C0856695	425748003	
597	chlorhexidine	Gingivitis	C0017574	66383009	DOID:3087
616	chlorphenamine	Itching of skin	C0033774	418363000	
1232	leucovorin	Sulfadiazine Toxicity			
1187	fluconazole	Disseminated candidiasis	C0153252	70572005	
1210	fluoxymesterone	Congenital myotonia, autosomal dominant form	C2936781	57938005	
1205	fluocinonide	Primary cutaneous T-cell lymphoma	C0079773	400122007	
1336	guaifenesin	Cough	C0010200	49727002	
1300	glimepiride	Treatment Refractory Type 2 Diabetes Mellitus			
4288	magnesium carbonate	Constipation	C0009806	14760008	DOID:2089
4507	halcinonide	Scalp psoriasis	C0406326	238608008	
4513	magnesium silicate	Heartburn	C0018834	16331000	
4621	levomefolic acid	Premenstrual dysphoric disorder	C0520676	596004	
1981	ofloxacin	Abdominal abscess	C0243001	75100008	
1981	ofloxacin	Pseudomonas Aeruginosa Urinary Tract Infection			
1967	norfloxacin	Enterococcus Postpartum Infection			
1967	norfloxacin	Bacteroides Septic Abortion			
1967	norfloxacin	Chronic tubotympanic suppurative otitis media	C0155440	87665008	DOID:14435
1932	nilotinib	Chronic phase chronic myeloid leukemia	C0023474	413847001	
659	ciprofloxacin	Pseudomonas Aeruginosa Osteomyelitis			
659	ciprofloxacin	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
659	ciprofloxacin	Enteric campylobacteriosis	C0275982	18081009	
640	cilastatin	Diabetic Foot Infection			
668	clarithromycin	Haemophilus influenzae pneumonia	C0276026	70036007	
663	citalopram	Depressive disorder	C0011581	35489007	DOID:2848
668	clarithromycin	Haemophilus Parainfluenzae Pneumonia			
720	cloxacillin	Sinusitis	C0037199	36971009	
719	clotrimazole	Tinea pedis	C0040259	6020002	DOID:12403
719	clotrimazole	Pityriasis versicolor	C0040262	56454009	DOID:9060
734	cortisone acetate	Angioedema	C0002994	41291007	DOID:1558
734	cortisone acetate	Aspiration pneumonitis	C1761609	155597006	
1349	ulobetasol propionate	Eruption of skin	C0015230	271807003	DOID:0050486
1349	ulobetasol propionate	Pruritus ani	C0033775	90446007	
1353	haloperidol	Chronic schizophrenia	C0221765	83746006	
1343	guanfacine	Attention deficit hyperactivity disorder	C1263846	406506008	
1388	hydrocortisone	Idiopathic thrombocytopenic purpura	C0043117	32273002	DOID:8924
1388	hydrocortisone	Ankylosing spondylitis	C0038013	9631008	DOID:7147
1388	hydrocortisone	Punctate keratopathy	C0423234	246936005	
1452	iodamide	Peripheral Arteriography			
58	acetohydroxamic acid	Urinary tract infectious disease	C0042029	68566005	
74	acetylsalicylic acid	Joint pain	C0003862	57676002	
74	acetylsalicylic acid	Arthritic Pain			
102	alatrofloxacin	Chlamydial pelvic inflammatory disease	C0520777	188463006	
102	alatrofloxacin	Staphylococcus Aureus Bronchitis			
138	alprostadil	Ebstein's anomaly of tricuspid valve	C3665605	204357006	DOID:14289
156	amifostine	Prevention of Xerostomia Secondary to Radiation Therapy			
157	amikacin	Skin and Skin Structure Serratia Infection			
197	amphotericin B	Rickettsialpox	C0035597	75096007	DOID:11103
2132	pheniramine	Itching of skin	C0033774	418363000	
2068	paroxetine	Depressive disorder	C0011581	35489007	DOID:2848
2067	paromomycin	Hepatic coma	C0019147	72836002	DOID:12550
734	cortisone acetate	Infective otitis externa	C0021355	86981007	DOID:9463
741	cromoglicic acid	Asthma management	C1318955	406162001	
802	demeclocycline	Haemophilus Influenzae Pharyngitis			
802	demeclocycline	Relapsing fever	C0035021	420079008	DOID:13034
802	demeclocycline	Granuloma inguinale	C0018190	28867007	DOID:9113
814	desloratadine	Allergic rhinitis	C2607914	61582004	
824	dexamethasone	Central retinal vein occlusion with macular edema	C0339498	232039004	
1569	levofloxacin	Pseudomonas Aeruginosa Urinary Tract Infection			
1528	ketoprofen	Rheumatoid arthritis	C0003873	69896004	DOID:7148
1551	latanoprost	Open-angle glaucoma	C0017612	84494001	DOID:1067
1663	mefenamic acid	Pain	C0030193	22253000	
256	atomoxetine	Attention deficit hyperactivity disorder	C1263846	406506008	
258	atovaquone	Pneumocystosis jiroveci pneumonia	C0032305	415125002	DOID:11339
279	aztreonam	Klebsiella Pneumoniae Peritonitis			
279	aztreonam	Urinary tract infectious disease	C0042029	68566005	
279	aztreonam	Proteus pneumonia	C1260917	195888009	
280	bacampicillin	Infective otitis media	C0729586	312218008	
276	azithromycin	Acute exacerbation of chronic bronchitis	C0856695	425748003	
294	beclometasone dipropionate	Asthma management	C1318955	406162001	
348	betamethasone	Tenosynovitis	C0039520	67801009	DOID:970
348	betamethasone	Pruritus of genital organs	C0033777	267802000	
2138	phenprocoumon	Thromboembolic disorder	C0040038	371039008	
2199	pirbuterol	Bronchospasm Prevention			
2149	phenylpropanolamine	Rhinitis	C0035455	70076002	DOID:4483
2166	pilocarpine	Ocular hypertension	C0028840	4210003	DOID:9282
2166	pilocarpine	Xerostomia Secondary to Sjogren's Syndrome			
830	dexbrompheniramine	Allergic rhinitis	C2607914	61582004	
842	dextromethorphan	Rhinitis	C0035455	70076002	DOID:4483
901	dimenhydrinate	Nausea and vomiting	C0027498	16932000	
869	didanosine	Human immunodeficiency virus infection	C0019693	86406008	DOID:526
1694	mephentermine	Hypotension Secondary to Spinal Anesthesia			
1611	loteprednol etabonate	Allergic conjunctivitis	C0009766	473460002	DOID:11204
1603	loracarbef	Infective otitis media	C0729586	312218008	
1768	methylprednisolone	Erythroblastic Anemia			
1768	methylprednisolone	Aspiration pneumonitis	C1761609	155597006	
1768	methylprednisolone	Atopic dermatitis	C0011615	24079001	DOID:3310
1744	meticillin	Sinusitis	C0037199	36971009	
349	betamethasone acetate	Thyroiditis	C0040147	82119001	DOID:7166
349	betamethasone acetate	Acquired thrombocytopenia	C0154301	74576004	DOID:11126
432	bupivacaine	Major Nerve Block for Surgery			
419	budesonide	Crohn's disease in remission	C1960764	426549001	
463	caffeine	Apnea in the newborn	C0232058	13094009	
496	carbidopa	Postencephalitic parkinsonism	C0030568	19972008	DOID:14332
2397	rofecoxib	Dysmenorrhea	C0013390	266599000	
2346	quinidine	Cardioversion of Atrial Fibrillation			
4628	enzalutamide	Malignant tumor of prostate	C0376358	399068003	DOID:10283
4715	cabozantinib	Medullary thyroid carcinoma	C0238462	255032005	DOID:3973
4713	tofacitinib	Rheumatoid arthritis	C0003873	69896004	DOID:7148
4654	regorafenib	Metastasis from malignant tumor of colon	C1282500	314998002	
4229	tafluprost	Ocular hypertension	C0028840	4210003	DOID:9282
4229	tafluprost	Open-angle glaucoma	C0017612	84494001	DOID:1067
4225	axitinib	Renal cell carcinoma	C0007134	702391001	DOID:4450
4226	ingenol mebutate	Actinic keratosis	C0022602	201101007	DOID:8866
4227	vismodegib	Basal cell carcinoma of skin	C0007117	254701007	DOID:2513
4232	lucinactant	Respiratory distress syndrome in the newborn	C0035220	46775006	DOID:12716
4714	strontium ranelate	Postmenopausal osteoporosis	C0029458	102447009	
4712	stibophen	Infection by Schistosoma	C0036323	10087007	
4716	ponatinib	Chronic myeloid leukemia	C0023473	92818009	DOID:8552
4718	teduglutide	Short bowel syndrome	C0036992	26629001	DOID:10605
4721	lomitapide	Familial hypercholesterolemia - homozygous	C0342881	238078005	
4298	apixaban	Arterial embolus and thrombosis	C0155749	266262004	
4298	apixaban	Myocardial Reinfarction Prevention			
4741	bedaquiline	Pulmonary tuberculosis	C0041327	154283005	DOID:2957
4336	amifampridine	Eaton-Lambert syndrome	C0022972	56989000	DOID:0050214
935	mannitol	Cystic fibrosis	C0010674	190905008	DOID:1485
1041	erdosteine	Mercury Toxicity			
1770	methylprednisolone acetate	Dermatitis herpetiformis	C0011608	111196000	DOID:8505
1770	methylprednisolone acetate	Exfoliative Erythroderma			
1770	methylprednisolone acetate	Mycosis fungoides	C0026948	118618005	DOID:8691
1770	methylprednisolone acetate	Pemphigus	C0030807	65172003	DOID:9182
1770	methylprednisolone acetate	Erythema multiforme	C0014742	36715001	
1770	methylprednisolone acetate	Seasonal allergic rhinitis	C0018621	367498001	
1770	methylprednisolone acetate	Perennial allergic rhinitis	C0035457	446096008	
1770	methylprednisolone acetate	Transfusion reaction due to serum protein reaction	C0036830	72284000	
1770	methylprednisolone acetate	Transfusion Reaction Urticaria			
1770	methylprednisolone acetate	Atopic dermatitis	C0011615	24079001	DOID:3310
1770	methylprednisolone acetate	Contact dermatitis	C0011616	40275004	DOID:2773
1770	methylprednisolone acetate	Adrenal cortical hypofunction	C0405580	386584007	DOID:10493
1770	methylprednisolone acetate	Congenital adrenal hyperplasia	C0001627	237751000	
1770	methylprednisolone acetate	Humoral hypercalcemia of malignancy	C0149911	47709007	
4801	dabrafenib	Metastatic malignant melanoma	C0860594	443493003	
4801	dabrafenib	Malignant Melanoma with BRAF V600E Mutation			
4802	trametinib	Malignant Melanoma with BRAF V600K Mutation			
4802	trametinib	Malignant Melanoma with BRAF V600E Mutation			
4802	trametinib	Metastatic malignant melanoma	C0860594	443493003	
3008	atosiban	Prevention of Premature Labor			
495	carbetocin	Prader-Willi syndrome	C0032897	89392001	DOID:11983
4682	panobinostat	Primary cutaneous T-cell lymphoma	C0079773	400122007	
4676	obidoxime	Organophosphate poisoning	C0700359	8260003	
4673	nalfurafine	Severe Pruritus			
4671	metizoline	Nasal congestion	C0027424	68235000	
4633	trabectedin	Soft or Connective Tissue Sarcoma			
4633	trabectedin	Malignant tumor of ovary	C1140680	363443007	DOID:2394
4359	bosutinib	Chronic Myelocytic Leukemia Accelerated Phase			
4359	bosutinib	Blastic phase chronic myeloid leukemia	C0005699	413656006	
4187	crizotinib	Non-small cell lung cancer	C0007131	254637007	DOID:3908
4181	retigabine	Partial Epilepsy Treatment Adjunct			
4224	pirfenidone	Hamman-Rich syndrome	C0085786	700250006	DOID:2797
4334	bazedoxifene	Postmenopausal osteoporosis	C0029458	102447009	
4305	avanafil	Impotence	C0242350	397803000	
1293	gimeracil	Malignant tumor of stomach	C0024623	363349007	DOID:10534
2068	paroxetine	Menopausal flushing	C0600142	198436008	
4484	aclidinium bromide	Chronic obstructive lung disease	C0024117	13645005	DOID:3083
4810	ibrutinib	Mantle cell lymphoma	C0334634	443487006	
3317	lenalidomide	Mantle cell lymphoma	C0334634	443487006	
4331	sevelamer carbonate	Renal dialysis	C0917873	265764009	
3128	deferasirox	beta Thalassemia	C0005283	65959000	DOID:12241
4381	dapoxetine	Premature ejaculation	C0033038	44001008	DOID:13709
4366	voclosporin	Noninfectious Uveitis			
4353	bilastine	Urticaria	C0042109	126485001	
4353	bilastine	Allergic rhinitis	C2607914	61582004	
1855	moxisylyte	Impotence	C0242350	397803000	
1552	leflunomide	Psoriasis with arthropathy	C0003872	33339001	DOID:9008
2234	pramiracetam	Senile dementia	C0011268	15662003	
2234	pramiracetam	Memory impairment	C0233794	386807006	DOID:10914
369	bifemelane	Cerebrovascular disease	C0007820	62914000	DOID:6713
686	clobutinol	Non-productive cough	C0850149	409596002	
4811	sofosbuvir	Chronic hepatitis C	C0524910	128302006	
2459	sorafenib	Carcinoma of thyroid	C3163939	448216007	
2581	telithromycin	Streptococcus pyogenes infection	C0554628	302809008	
2581	telithromycin	Tonsillitis due to Streptococcus Pyogenes			
4812	simeprevir	Chronic hepatitis C	C0524910	128302006	
4813	luliconazole	Tinea pedis	C0040259	6020002	DOID:12403
4813	luliconazole	Tinea cruris	C1384589	399029005	
4813	luliconazole	Tinea corporis	C0040252	84849002	DOID:12179
4814	olodaterol	Chronic obstructive lung disease	C0024117	13645005	DOID:3083
4339	pyronaridine	Falciparum malaria	C0024535	62676009	DOID:14067
4339	pyronaridine	Vivax malaria	C0024537	27052006	DOID:12978
247	artesunate	Falciparum malaria	C0024535	62676009	DOID:14067
247	artesunate	Vivax malaria	C0024537	27052006	DOID:12978
140	altizide	Edema	C0013604	267038008	
140	altizide	Hypertensive disorder	C0020538	38341003	DOID:10763
1870	naftidrofuryl	Cerebrovascular disease	C0007820	62914000	DOID:6713
1870	naftidrofuryl	Chronic Occlusive Peripheral Arterial Disease			
2563	tandospirone	Bruxism (teeth grinding)	C0006325	191983006	DOID:2846
4614	polidocanol	Venous varices	C0042345	128060009	DOID:799
4586	levomethadone	Opioid dependence	C0524662	75544000	DOID:2559
682	clobazam	Lennox-Gastaut syndrome	C0238111	230418006	
4783	hachimycin	Candidiasis	C0006840	78048006	DOID:14262
4783	hachimycin	Infection by Trichomonas	C0040921	56335008	DOID:1947
4730	tetramethrin	Pediculosis capitis	C0030757	81000006	DOID:5501
4730	tetramethrin	Infestation by Phthirus pubis	C0030759	71011005	DOID:13760
1561	levamisole	Ascariasis	C0003950	2435008	DOID:3108
1561	levamisole	Ancylostomiasis	C0002831	63479002	DOID:12841
2582	telmesteine	Cough	C0010200	49727002	
3495	propiolactone	Antiseptic preparation	C0443072	261276004	
3267	glutaral	Antiseptic preparation	C0443072	261276004	
4815	lixisenatide	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4280	tocofersolan	Obstruction of bile duct	C0008370	30144000	DOID:13580
4280	tocofersolan	Vitamin E deficiency	C0042875	54137008	
4780	sodium tartrate	Osmotic laxative	C0353980	373571004	
4793	nabiximols	Muscle Spasticity due to Multiple Sclerosis			
2381	rilmenidine	Hypertensive disorder	C0020538	38341003	DOID:10763
2002	oteracil	Malignant tumor of stomach	C0024623	363349007	DOID:10534
4398	tegafur	Malignant tumor of stomach	C0024623	363349007	DOID:10534
4166	ulipristal	Uterine leiomyoma	C0042133	95315005	DOID:13223
1613	loxapine	Bipolar disorder	C0005586	13746004	DOID:3312
4137	paliperidone	Psychotic disorder	C0033975	69322001	
1831	molsidomine	Angina pectoris	C0002962	194828000	
1479	iproclozide	Depressive disorder	C0011581	35489007	DOID:2848
4732	thioctic acid	Diabetic peripheral neuropathy	C0740447	424736006	
4816	umeclidinium	Chronic obstructive lung disease	C0024117	13645005	DOID:3083
4384	levofolinic acid	Adjunct to Fluorouracil Treatment of Colorectal Cancer			
4196	cyanocobalamin	Prevention of Vitamin B12 Deficiency			
2831	retinol	Prevention of dental caries	C1960644	426482000	
4384	levofolinic acid	Sulfadiazine Toxicity			
4384	levofolinic acid	Trimetrexate Toxicity			
3957	hyaluronic acid	Operation on lens	C0197672	386612009	
4754	pentetate zinc trisodium	Exposure to Curium Radiation			
4753	pentetate calcium trisodium	Exposure to Curium Radiation			
4754	pentetate zinc trisodium	Exposure to Americium Radiation			
4753	pentetate calcium trisodium	Exposure to Americium Radiation			
4754	pentetate zinc trisodium	Exposure to Plutonium Radiation			
4753	pentetate calcium trisodium	Exposure to Plutonium Radiation			
1444	inositol	Hypoalphalipoproteinemia	C0473527	190785000	
4804	palifermin	Prevention of Radiation Therapy-Induced Mucositis			
2512	sulfamethizole	Bacterial urinary infection	C0729524	312124009	
566	cefuroxime axetil	Bacterial urinary infection	C0729524	312124009	
347	betaine	Bacterial urinary infection	C0729524	312124009	
4742	bleomycin	Diffuse non-Hodgkin's lymphoma, large cell	C0079744	109969005	
4742	bleomycin	Follicular non-Hodgkin's lymphoma	C0024301	308121000	
1921	nicotinyl alcohol	Pellagra	C0030783	418186002	DOID:8457
4790	sodium hypochlorite	Preoperative disinfection of skin	C0204802	38883000	
2836	pyridoxine	Drug-Induced Pyridoxine Deficiency			
3159	dioxybenzone	Facial Hyperpigmentation			
1535	lactose	Lactose intolerance	C0022951	267425008	DOID:10604
2836	pyridoxine	Pyridoxine-Dependent Seizure			
4196	cyanocobalamin	Vitamin Deficiency Prevention			
354	betamethasone valerate	Scalp psoriasis	C0406326	238608008	
351	betamethasone benzoate	Scalp psoriasis	C0406326	238608008	
4384	levofolinic acid	Bone Marrow Suppression due to Folic Acid Antagonism			
4277	iron	Anemia of prematurity	C0158996	47100003	DOID:11243
3485	sulfogaiacol	Nasal discharge	C1260880	64531003	
2128	phenicarbazide	Nasal discharge	C1260880	64531003	
1319	glycine	Nasal discharge	C1260880	64531003	
1034	epoprostenol	Nasal discharge	C1260880	64531003	
792	deferoxamine	Chronic Iron Overload			
4289	doconexent	Breastfeeding (mother)	C1623040	413712001	
4289	doconexent	Pregnancy, function	C0032961	289908002	
1860	mycophenolic acid	Prevention of Cardiac Transplant Rejection			
1860	mycophenolic acid	Prevention of Liver Transplant Rejection			
2462	sorbitol	Unknown Oral Substance Toxicity			
792	deferoxamine	Poisoning by iron AND/OR its compounds	C0412842	55381001	
4384	levofolinic acid	Methotrexate Toxicity			
4384	levofolinic acid	Trimethoprim Toxicity			
4384	levofolinic acid	Pyrimethamine Toxicity			
4443	ferric oxide	Burn injury	C0006434	48333001	
